Cancion;Nombre Album;Artista;Fecha de lanzamiento;Codigo de grabacion;Ranking historico;Spotify Streams;Spotify Playlist Count;Busquedas en Spotify;Spotify Popularity;YouTube Views;YouTube Likes;TikTok Posts;TikTok Likes;TikTok Views;YouTube Playlist Reach;Apple Music Playlist Count;Amazon Playlist Count;Soundcloud Streams;;;;;
Do you like yogurt;Do you like yogurt - Single;Pierce;3/3/23;KRMIM2335213;3,861;2,508;3;433;1;251,812,286;313,121;;;;;;;;;;;;
Electric Love;Candy;Bï¿½ï¿;11/10/14;USUM71416307;3,874;1,088,889,743;190,953;46,698,179;75;271,796,914;3,319,576;218,454;217,514,635;1,412,148,968;2,675,248;91;27;;;;;;
MR. OCTOBER;nadie sabe lo que va a pasar maï¿½ï¿;Bad Bunny;10/13/2023;QMFME2364185;3,854;95,925,842;16,712;10,256,270;;28,849,994;317,982;;5,399,176;27,249,793;;4;3;;;;;;
I Can Fix Him (No Really I Can);THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401038;3,853;92,296,736;2,336;7,788,313;;3,354,991;39,792;;;;;9;38;;;;;;
Kï¿½ï¿½;Kï¿½ï¿½;Mabel Matiz;5/10/24;QM6N22432504;3,865;13,060,347;648;5,441,452;70;10,890,264;69,044;;;;;;;;;;;;
Jee Ni Lagda;Making Memories;Karan Aujla;8/18/2023;CAW112300242;3,871;56,798,458;7,404;1,780,691;62;77,968,183;627,912;55;1,461,040;11,740,158;;9;3;2,203,810;;;;;
Sudden Shower;Lovely Runner, Pt. 1 (Original Soundtrack);Eclipse;4/8/24;KRA492400564;3,862;25,974,901;1,093;11,421,810;75;20,524,343;241,755;;;;;17;;;;;;;
Nira Ishq;Nira Ishq;Guri;2/21/2019;FR10S1963992;3,873;102,266,938;5,921;739,326;61;531,503,711;4,123,099;2,640,752;38,869,680;544,172,370;28,218,285;3;1;;;;;;
lo que hay x aquï¿;lo que hay x aquï¿;Rels B;3/10/23;UYB282376006;3,868;223,617,742;28,508;7,355,147;73;57,156,070;432,032;13,798;8,059,214;51,766,245;23,908,080;4;5;;;;;;
Los Cachos;Los Cachos - Single;Piso 21;7/8/22;MXF152200437;3,858;281,927,185;27,199;9,782,411;63;158,004,846;605,118;;;;364,439,021;11;28;;;;;;
Jugnu;Jugnu;Badshah;10/26/2021;INUM72100074;3,847;162,005,746;11,105;3,811,972;61;402,093,763;2,902,624;36,624;4,573,508;74,566,411;5,684,120;15;6;;;;;;
NADIE SABE;nadie sabe lo que va a pasar maï¿½ï¿;Bad Bunny;10/13/2023;QMFME2364181;3,88;86,588,767;16,215;2,220,706;;31,617,320;668,926;;506,027;5,482,577;64,083;4;3;;;;;;
nE !?;#1 - EP;Lvbel C5;4/12/24;FRX282404287;3,859;24,176,156;1,698;3,907,201;71;16,676,082;71,161;;;;;4;;;;;;;
Graduation (with Juice WRLD);Graduation (with Juice WRLD);benny blanco;8/30/2019;USUM71916692;3,869;358,055,646;63,452;9,753,180;58;79,428,378;1,309,138;573,069;62,330,473;1,038,829,201;5,238,638;29;10;28,821,843;;;;;
Fim de Semana no Rio;Fim de Semana no Rio;Teto;3/30/2022;BXW922200001;3,856;174,165,147;32,542;6,206,794;61;228,106,838;2,216,911;18,664;12,238,437;119,676,469;25,110,655;16;4;;;;;;
Best Time;Larger Than Life;Brent Faiyaz;10/27/2023;QZNMY2304784;3,883;149,609,501;17,828;12,635,199;;3,195,354;64,197;16,605;2,439,916;15,160,078;16,358,284;6;1;;;;;;
Hot N*gga;Hot N*gga;Bobby Shmurda;7/25/2014;USSM11405787;3,851;491,313,680;122,568;20,199,078;64;1,058,207,974;7,605,627;65,31;42,506,243;300,243,753;209,634,630;70;17;;;;;;
No Sufrirï¿½ï¿½ por Nadie - R;No Sufrirï¿½ï¿½ por Nadie (Re;Joaquin Guiller;3/3/23;QZ5AB2358733;3,872;18,550,706;2,537;558,526;50;159,688,005;376,83;304,8;4,292,828;117,607,339;89,313,707;;2;;;;;;
For Tonight;For Tonight;Giveon;9/24/2021;USSM12106837;3,848;259,405,297;46,33;19,899,069;59;68,379,159;772,098;19;11,752,918;71,844,871;128,587,546;49;8;4,737,504;;;;;
Barely Holdin' On;Barely Holdin' On;Polo G;8/18/2023;USSM12305651;3,846;49,246,411;22,225;4,792,493;59;17,029,916;393,829;25,015;2,771,742;27,395,460;69,251,418;7;6;;;;;;
Lihim;Lihim;Arthur Miguel;7/28/2023;PHW012300230;3,849;68,411,628;4,215;13,721,864;65;19,337,973;108,046;782,499;25,356,960;297,146,611;11,088,461;4;;;;;;;
Shake It Off (Taylor's Version);1989 (Taylor's Version);Taylor Swift;10/26/2023;USUG12306677;3,882;118,707,702;10,228;19,750,632;;9,538,075;165,711;54,9;6,616,382;76,251,071;;72;71;26,704;;;;;
DICE AND ROLL;DICE AND ROLL;Odetari;3/20/2024;QZZ4J2400154;3,85;34,391,822;2,998;8,168,809;;1,039,710;18,323;;;;;2;8;1,994,609;;;;;
Clara Bow;THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401043;3,863;83,518,075;2,267;5,904,252;;3,279,453;42,516;;116,3;981,8;;8;32;;;;;;
Witchy (feat. Childish Gambino);TIMELESS;KAYTRANADA;6/7/24;USRC12300035;3,852;3,663,303;683;29,671,686;;438,239;18,824;;;;;43;65;6,374;;;;;
Quiï¿½ï¿½reme Mientras Se P;Quiï¿½ï¿½reme Mientras Se P;Manuel Turizo;5/1/20;QZDYA1800021;3,857;467,670,966;38,826;10,338,131;66;347,013,964;1,956,639;601,012;26,647,285;306,310,424;9,447,544;26;17;;;;;;
About Damn Time;Special;Lizzo;7/15/2022;USAT22203704;3,881;846,772,236;22,663;8,235,045;64;;;;;;;;98;;;;;;
0800 HEAVEN;0800 HEAVEN - Single;Nathan Dawe;6/9/23;GBAHS2300402;3,878;68,189,858;14,429;12,456,842;61;15,853,723;71,513;573;243,524;4,189,925;74,920,373;44;11;1,981,079;;;;;
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me;Elegï¿½ï¿½ (feat. Dï¿½ï¿½me;Rauw Alejandro;3/26/2020;USSD12000059;3,86;439,049,524;57,496;13,084,955;63;378,728,492;2,017,344;6,706;284,201;1,774,594;11,533,560;44;10;;;;;;
Hallelujah;A Pentatonix Christmas;Pentatonix;10/21/2016;USRC11601833;3,885;441,916,342;47,499;20,527,523;55;757,432,448;6,966,709;21,746;4,366,102;26,604,065;62,519,514;96;54;632,853;;;;;
You can't control my heart;Missing;Kurochuu;6/9/24;CA5KR2466583;3,87;24,071,511;2;2,19;1;;;;;;;;;;;;;;
March Madness;56 Nights;Future;3/21/2015;USSM11507194;3,886;169,574,765;46,212;10,914,718;61;64,115,813;532,711;16,172;3,047,870;29,701,332;56,161;72;14;100,699,130;;;;;
Never Gonna Not Dance Again;Never Gonna Not Dance Again - Single;P!nk;11/3/22;USRC12203892;3,884;162,054,666;1,991;492,746;40;;;;;;;26;1;;;;;;
Que Calor (with J Balvin & El Alfa);Major Lazer Essentials;Major Lazer;10/19/2018;QMUY41800271;3,875;433,664,050;78,546;20,739,392;59;235,890,905;2,265,284;1,037,872;154,355,675;1,344,891,926;15,131,588;126;39;8,083,227;;;;;
Make No Sense;AI YoungBoy 2;YoungBoy Never Broke Again;10/11/19;USAT21904061;3,876;404,692,736;117,843;15,973,142;69;122,850,735;1,344,633;139,519;49,418,549;338,188,316;17,583,577;31;3;;;;;;
STARGAZING;ASTROWORLD;Travis Scott;8/3/18;USSM11806658;3,887;740,409,304;140,977;21,048,687;70;211,251,366;2,171,021;11,019;5,798,688;50,313,512;1,332,906;50;12;;;;;;
WTFYM;WE DON'T TRUST YOU;Future;3/22/2024;USSM12402042;3,864;17,192,758;5,834;2,628,670;;2,341,216;30,917;;;;;4;;1,088,152;;;;;
All My Life;All My Life;Falling In Reverse;6/6/24;USEP42414005;3,879;4,094,651;471;11,007,124;65;;;;;;;8;21;1,831;;;;;
Munch (Feelinï¿½ï¿½;Munch (Feelinï¿½ï¿½ï¿½ U) - ;Ice Spice;8/10/22;CA5KR2269973;3,855;133,459,011;35,905;9,102,015;60;62,093,393;780,391;477,38;225,519,563;1,961,457,700;113,265,777;36;13;;;;;;
If You Want Love;Perception;NF;10/6/17;USUM71708224;3,877;493,699,616;78,449;16,977,422;65;308,466,086;3,407,408;49,022;7,042,197;43,620,157;1,351,781;15;3;15,915,800;;;;;
Humpty Dumpty;Fusion In The City;Lo Greco Bros;7/22/2022;ITI022200181;3,866;;4;271;;354,682,832;389,042;;;;592;;;;;;;;
Revenge;17;XXXTENTACION;8/25/2017;USUYG1156895;3,867;1,356,969,354;184,465;30,276,013;81;910,676;22,351;81,626;56,122,006;401,420,595;;7;5;;;;;;
Savage Love;The Bboy Hoppers Dance Videos;Jason Derulo;5/5/20;ESA012082771;3,921;3,369;8;102;;797,581,325;13,221,137;;;;191,230,303;;;;;;;;
White Iverson;White Iverson;Post Malone;6/13/2013;USUM71511528;3,918;1,135,209,969;158,507;27,779,312;70;40,791,444;313,792;11,36;8,227,983;66,145,174;30;115;25;;;;;;
Hola - Remix;Hola (Remix);Dalex;11/1/19;QM9WM1900166;3,9;708,615,717;87,957;23,915,679;64;258,358,932;749,483;42,2;5,666,517;62,179,337;1;38;;;;;;;
The Black Dog;THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY;Taylor Swift;4/19/2024;USUG12401046;3,892;81,662,552;2,325;7,529,867;;4,458,555;71,024;;;;24,022,111;8;21;;;;;;
Say Something (feat. Chris Stapleton);Say Something;Justin Timberlake;1/25/2018;USRC11703503;3,891;505,748,520;60,774;17,047,156;64;468,137,682;2,074,706;8,387;368,047;7,107,254;173,549,014;61;61;;;;;;
Hoa Cï¿½ï¿½ï;Hoa Cï¿½ï¿½ï;Phong Max;4/25/2023;VNA1M2204855;3,912;4,168,391;962;77,885;41;76,086,431;395,306;892,577;17,271,410;439,939,868;;;;;;;;;
I Know;I Know;Kanii;3/10/23;USWB12300650;3,914;49,939,720;15,725;2,639,765;54;48,845,907;743,713;450,203;228,122,883;1,646,887,640;86,475,705;4;3;2,940,190;;;;;
lost souls;The Melodic Blue;Baby Keem;9/22/2021;USSM12107536;3,889;206,432,478;79,18;9,708,315;64;25,049,879;343,49;54;30,404;404,172;1,213,122;17;4;6,333,559;;;;;
Don't You Know;Don't You Know;Crosby St. Models;8/12/22;GBPVV2204622;3,89;;1;2;;357,790,871;2,127,672;;;;74,010,765;;;;;;;;
Hold Me Closer;Diamonds (Deluxe);Elton John;11/10/17;GBUM72205030;3,907;400,479,389;61,255;53,203,700;68;63,905,136;626,102;113,328;41,032,520;552,721,460;1,204,205,976;141;94;;;;;;
Se Joga no Passinho;Se Joga no Passinho;Brisa Star;6/18/2021;BXI8I2100073;3,901;110,101,642;13,672;3,376,873;50;381,825,698;3,084,540;590,6;81,126,130;1,314,262,368;9,386,301;10;3;;;;;;
Girls;Girls - The 2nd Mini Album;aespa;7/8/22;KRA302200097;3,923;115,406,939;11,617;5,520,626;62;267,348,363;3,146,913;63,6;49,841,018;401,260,794;127,523,080;13;17;;;;;;
Classic;MKTO;MKTO;1/1/12;USSM11301446;3,922;1,350,428,257;172,98;88,942,487;78;343,526,777;3,193,437;1,578,717;346,266,800;3,172,500,312;4,576,798;73;7;;;;;;
The Last Goodbye (feat. Bettye LaVette);The Last Goodbye (feat. Bettye LaVette) - Single;ODESZA;2/8/22;GBCFB2100832;3,905;122,957,173;65,839;15,313,309;58;35,159,391;434,406;115,114;56,371,535;1,408,619,017;1,484,274;27;26;1,860,975;;;;;
The Weekend;Ctrl;SZA;6/9/17;USRC11701116;3,896;537,523,729;71,149;22,408,790;70;366,197,654;2,942,916;25,914;15,414,832;103,430,758;35,299,595;98;59;3,776,319;;;;;
Overloading (OVERDOSE);Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single;Mavins;5/13/2022;NGA3B2201001;3,92;58,523,865;18,165;3,041,519;53;12,161,436;65,39;1,615,764;20,096,339;235,951,162;;40;30;;;;;;
shipping;Follow Your Nature;great area;12/15/2022;UKKTQ2200011;3,902;130,895;259;4,467;25;276,105,789;577,586;;;;;;;;;;;;
Stole the Show;Stole the Show;Kygo;3/23/2015;SEBGA1500071;3,913;964,765,127;131,842;38,541,359;70;530,786,123;3,134,158;41,292;9,226,363;69,198,449;32,309,986;124;25;;;;;;
Mood - Remix;Mood (Remix);Zero Two;6/9/21;VNA0R1989249;3,899;10,265,841;3,742;374,428;;;;3,700,000;133,726,615;1,593,175,441;;;;;;;;;
Chasing After You (with Maren Morris);Chasing After You (with Maren Morris);Ryan Hurd;2/12/21;USRN12000200;3,906;198,942,707;22,915;8,881,878;56;61,690,062;458,819;16,235;2,860,585;30,889,183;199,926,537;43;28;;;;;;
Kini Ecko Pergi Meninggalkanku;Kini Ecko Pergi Meninggalkanku;Ecko Show;10/6/22;IDA832200929;3,917;3,479,935;487;24,227;29;45,732,371;409,95;1,802,891;176,753,219;2,877,575,926;;;;;;;;;
LOOOVE (feat. Kid Cudi);UTOPIA;Travis Scott;7/28/2023;USSM12305018;3,919;72,380,469;32,141;3,198,359;63;2,630,153;52,698;1,049;384,088;4,244,746;;4;8;;;;;;
Oddara (feat. Mercedes Salinas);Oddara;Overcast;7/10/22;SE6SA2261140;3,888;;;;;376,956,912;1,462,872;;;;;;;;;;;;
10 Freaky Girls (with 21 Savage);NOT ALL HEROES WEAR CAPES;Metro Boomin;11/2/18;USUG11802481;3,894;630,863,087;164,54;26,346,726;71;93,297,998;924,489;2,782;830,969;9,867,664;8,322,108;34;20;;;;;;
Bahagiaku Sederhana;Bahagiaku Sederhana;Jamik Jams;10/21/2021;SGB502102465;3,895;271,438;59;12,313;21;132,812;1,12;3,002,324;31,242,189;584,146,089;;;;;;;;;
Paint It; Black;Forty Licks;The Rolling Stones;7/26/2023;USA172010502;21.6;1,196,773,729;28;3,079;;;;;;;;;;0;;;;
Beautiful People (Stay High);Beautiful People (Stay High);The Black Keys;1/12/24;USNO12300381;3,893;11,742,947;3,009;4,663,533;;3,396,529;59,923;508;;;85,734,574;22;41;;;;;;
UNA CERVEZA;Pa las Baby's Y Belikeada;Fuerza Regida;10/20/2023;QZ9QQ2300794;3,908;159,876,075;8,225;21,015,676;79;36,524,769;320,572;3,716;2,060,712;14,846,248;210,170,562;14;15;;;;;;
Down With Me;Down With Me;Lil Tecca;1/4/24;USUM72400053;3,915;65,300,464;14,158;6,850,591;;4,790,924;57,022;;;;;1;;;;;;;
SG (with Ozuna; Megan Thee Stallion & LISA of BLACKPINK);SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK);DJ Snake;10/22/2021;USUG12103119;21.6;289,013,053;32,179;23,070,902;63;256,030,564;6,371,436;106,5;50,061,756;358,391,850;529,655,205;214,565;1,062;1;;;;
Pink Friday Girls;Pink Friday 2;Nicki Minaj;12/8/23;USUM72318696;3,897;63,109,089;9,844;4,936,627;;8,224,997;155,956;;;;109,817,163;6;1;;;;;;
Teresa & Maria;Teresa & Maria;alyona alyona;1/11/24;UAEO12300107;3,916;31,380,070;2,862;2,254,638;73;48,986,579;533,216;;;;57,002,839;19;10;;;;;;
Conversations;Legends Never Die;Juice WRLD;7/10/20;USUG12001896;3,904;407,701,213;93,838;13,263,446;68;151,055,875;1,970,235;62,617;2,249,162;22,493,087;165,659,936;14;;;;;;;
Rake It Up;Rake It Up;Yo Gotti;6/23/2017;USSM11705366;3,924;365,789,171;47,875;14,327,367;58;347,981,506;2,544,004;24,502;12,009,436;75,103,695;150,027,731;75;16;1,720,331;;;;;
De Vuelta Pa' La Vuelta;De Vuelta Pa' La Vuelta;Daddy Yankee;12/10/20;US2BU2001211;3,91;164,788,147;23,301;15,473,906;62;426,336,235;1,881,474;20,7;3,047,195;44,074,315;15,887,557;23;13;;;;;;
Sunshine;Sunshine;OneRepublic;11/10/21;USUM72100506;3,898;426,609,723;59,377;40,654,330;73;21,063,557;222,445;20,366;7,424,142;85,043,400;107,775,025;58;15;;;;;;
Walk;Walk/Spin;Kodak Black;9/16/2022;USAT22214755;3,903;62,323,136;33,941;10,580,136;54;34,075,392;466,729;12,66;2,989,810;25,342,217;26,163,643;6;;10,571,345;;;;;
9 bis 9;9 bis 9;SIRA;5/5/23;DEKF22300419;3,935;107,950,388;34,675;5,950,045;66;1,812,251;22,038;30,05;3,246,009;30,673,708;134,478,578;18;7;;;;;;
Versace on the Floor;24K Magic;Bruno Mars;11/17/2016;USAT21602949;3,949;797,648,369;64,011;17,977,153;72;733,721,686;4,991,700;200,226;11,637,624;99,524,212;157,272,972;73;11;;;;;;
Bailando;Bailandome;El Jordan 23;2/10/22;QZFZ72288773;3,954;138,986,512;24,359;2,386,279;61;266,765,542;1,330,194;89,573;33,563,623;240,950,847;102,272,379;4;;;;;;;
Runaway (U & I) [Dance];This Is MELON, Vol. 1 (Dance);MELON;2/24/2023;ZZOPM2342242;3,961;13,502,324;3,124;10,531,046;42;212,073,431;567,112;36,441;6,215,572;136,579,723;;1;;;;;;;
Hasta la Miel Amarga (feat. Grupo Firme);Hasta la Miel Amarga (En Vivo);"Luis Angel ""El Flaco""";5/1/20;QZDQH1832675;3,94;164,007,720;14,849;8,963,601;41;588,981,015;1,697,071;8,234;1,704,435;18,781,987;15,664,693;1;8;;;;;;
Love Me Like This;expï¿½ï¿½rgo ;NMIXX;3/21/2023;US5TA2200195;3,937;96,439,278;9,999;5,451,670;64;153,565,263;1,299,976;34,86;36,819,235;208,385,821;51,855,304;6;;;;;;;
Buss It;Buss It;Erica Banks;5/15/2020;USUYG1312999;3,936;145,000,664;32,202;13,605,018;53;114,367,853;1,294,275;2,840,314;966,925,936;7,546,931,289;68,697,361;34;16;;;;;;
Five Nights at Freddy's;Five Nights at Freddy's (Original Motion Picture Soundtrack);The Newton Brothers;10/27/2023;USQ4E2205224;3,941;17,822,349;5,85;722,543;;23,346,903;555,249;385,7;76,117,590;591,105,266;;2;;297,246;;;;;
BODYGUARD;COWBOY CARTER;Beyoncï¿;3/29/2024;USSM12402709;3,956;56,412,921;4,391;32,285,153;;5,216,744;84,09;;;;281,032;31;30;;;;;;
Matte Black;Sing Me a Lullaby, My Sweet Temptation;$uicideboy$;7/29/2022;QZAPK2000269;3,938;162,889,846;45,505;2,568,098;69;82,186,979;804,789;16,659;8,712,382;49,371,617;4,329,789;1;;;;;;;
Animals;Animals - Single;Martin Garrix;1/1/13;NLZ541300467;3,957;413,855,724;67,911;11,433,179;61;62,878,984;569,92;58,19;13,747,633;170,836,810;26,070,341;80;24;74,446,604;;;;;
"Akh Lad Jaave (From ""Loveyatri"")";"Akh Lad Jaave (From ""Loveyatri"")";Badshah;8/23/2018;INS181801889;3,95;97,600,091;10,461;4,441,829;55;966,173,774;5,203,477;;2,364;49,191;131,470,144;14;7;;;;;;
Uhaw;Uhaw;Dilaw;11/18/2022;PHW012200294;3,958;42,862,565;5,084;1,645,697;54;9,151,739;70,548;1,712,700;62,906,993;670,266,290;;3;;;;;;;
FRIKI;FRIKI;Feid;12/10/21;USUM72123054;3,939;255,973,824;28,166;14,221,715;71;230,466,044;1,013,942;122,297;27,668,937;333,978,136;194,906,618;30;22;;;;;;
GOAT;Goat - Single;Number_i;1/1/24;JPY932300029;3,951;34,820,660;762;2,929,511;66;68,873,278;518,809;;14;173;529,004,884;8;5;;;;;;
Bondade de Deus;Bondade de Deus;Isaias Saad;2/21/2022;BCII12200001;3,96;91,842,323;15,91;8,695,499;63;237,180,411;1,961,210;554,995;6,613,662;149,090,596;508,469;10;9;;;;;;
Let The Light In (feat. Father John Misty);Did you know that there's a tunnel under Ocean Blvd;Lana Del Rey;3/10/23;GBUM72206754;3,932;240,686,521;33,016;33,841,199;75;21,619;626;159,4;53,743,157;349,168,412;;3;5;149,385;;;;;
NINNIN JACK;DEPARTURE;IMP.;5/29/2024;JPY932300076;3,927;207,454;23;356,969;;8,963,678;36,984;;;;;4;4;;;;;;
Love 119;Love 119;RIIZE;1/5/24;KRA302400001;3,928;40,415,304;2,509;8,351,511;59;56,771,181;675,344;25,8;664,843;3,801,500;629,039,777;10;15;;;;;;
Jar of Hearts;jar of hearts;Christina Perri;7/27/2010;USAT21001508;3,945;534,874,667;65,494;31,544,782;65;562,197,656;3,376,379;39,886;11,224,332;109,689,471;184,101,526;42;10;;;;;;
UP;UP;INNA;10/29/2021;ROGRA2101937;3,944;35,440,292;7,611;1,055,511;49;105,583,094;723,839;1,783,882;35,896,632;1,048,666,929;5,222,774;8;;;;;;;
Gotta Move On (feat. Bryson Tiller);The Love Album: Off the Grid (Extended);Diddy;9/20/2023;USUG12203038;3,934;44,931,644;309;110,085;;2,181,868;26,263;;;;;5;;45,722;;;;;
Chasing Game;Various Worldwide IV;Nick Hanzo;7/1/22;DEH742211994;3,946;;1;80;;377,233,092;352,337;;;;2,971,609;;;;;;;;
LOS APARATOS;LOS APARATOS;El Alfa;8/3/22;QM6P42213591;3,943;137,720,938;30,579;5,580,377;65;153,725,209;1,337,733;1,167;47,967;950,882;3,483,302;12;1;;;;;;
ýýQuýý Nos Pasýý?;ýýQuýý Nos Pasýý? - Single;Anuel AA;5/26/2022;QM6MZ2220000;3,926;161,990,851;31,668;4,718,236;68;187,450,025;1,297,403;9,929;2,748,358;28,786,547;341,414,931;5;;;;;;;
I Won't Give Up;Chï¿½ï¿½rie Summer ;Jason Mraz;1/1/12;USEE11100768;3,925;850,863,163;91,617;43,046,356;62;21,096,118;126,444;59,874;7,909,056;77,268,402;10,95;70;10;;;;;;
I GUESS I'M IN LOVE;I GUESS I'M IN LOVE;Clinton Kane;8/20/2021;USSM12104467;3,959;416,972,132;75,352;37,597,369;63;27,881,902;283,314;262,243;132,202,012;1,003,766,991;5,373;37;15;;;;;;
Tapï¿½ï¿½o Na ;Som No Talo;Raï¿½ï¿½ Saia Ro;1/22/2021;BRS4R2000060;3,933;196,159,389;21,913;6,808,067;53;452,999,889;2,998,357;226,305;21,523,496;349,411,180;246,973,235;23;5;;;;;;
Angry;Angry;The Rolling Stones;9/6/23;GBUM72302314;3,953;31,185,560;10,629;9,924,829;;31,460,860;421,898;;;;17,219,087;28;36;;;;;;
SWEET / I THOUGHT YOU WANTED TO DANCE;CALL ME IF YOU GET LOST;Tyler, The Creator;6/25/2021;USQX92102138;3,947;269,671,235;93,761;9,361,340;69;36,399,833;578,718;47,742;29,143,512;124,695,761;9,213;10;9;;;;;;
Yes I'm A Mess;Yes I'm A Mess;AJR;9/29/2023;USUG12305391;3,948;43,940,810;6,918;9,962,020;;13,505,487;255,255;247;525,527;7,067,986;15,730,507;8;17;;;;;;
Try;NRJ Hit List 2012 Vol 2;P!nk;1/1/12;USRC11200785;3,955;662,971,898;94,974;33,907,759;74;990,716,604;4,801,576;626,315;63,289,716;689,599,858;267,410,979;57;30;;;;;;
Saiyaan Ji;Saiyaan Ji;Yo Yo Honey Singh;1/27/2021;INS182100158;3,942;39,793,463;5,646;1,398,949;48;585,353,915;6,571,121;;;;228,557,696;1;3;;;;;;
VVS Switch;VVS Switch;Pressure 9X19;10/10/23;QZSYP2394390;3,929;44,343,451;5,241;2,934,957;;68,122,505;1,142,953;10,2;8,722,857;57,791,681;13,550,330;;;1,254,858;;;;;
Can I Call You Tonight?;Can I Call You Tonight?;Dayglow;1/26/2018;TCADL1825079;3,93;596,164,214;158,639;32,332,004;71;207,640,042;2,700,851;71,731;26,297,718;155,192,084;12,234,172;30;5;;;;;;
Sweet Child O' Mine;Appetite For Destruction;Guns N' Roses;7/21/1987;USGF18714809;3,931;1,879,386,440;295,491;96,032,046;80;2,007,460,784;11,222,080;623,935;57,957,597;673,282,408;743,526,260;212;107;;;;;;
DISPO;DISPO;KAROL G;8/10/23;USUG12305267;3,952;113,567,783;11,7;10,018,246;68;70,427,226;409,549;;;;;7;16;;;;;;
Obsessed;Obsessed;Riar Saab;9/29/2022;QMBZ92299094;3,972;161,366,691;18,781;6,151,558;64;167,537,164;1,497,169;133,3;16,562,523;286,891,984;;22;9;;;;;;
Here We Go (Uh Oh);Here We Go (Uh Oh);Coco Jones;5/3/24;USUM72404366;3,978;3,459,469;675;18,922,968;;30,547;846;;;;;18;29;186,653;;;;;
Madrid City;Madrid City;Ana Mena;9/29/2023;ES5022302278;3,966;64,860,954;8,481;12,819,927;;30,204,546;157,044;42,288;52,602,381;462,395,885;93,824,319;53;27;;;;;;
Bring It on Home to Me;Soul Essentials : Chill With the Legendary Voices of Soul Music;Sam Cooke;3/28/2024;FR6F32334310;3,99;293,683,495;2;12;;;;;;;;;;;;;;;
Ropa Cara;Ropa Cara;Camilo;1/18/2021;USSD12000609;3,979;185,362,995;19,981;3,838,967;50;315,331,221;3,732,558;1,115,600;148,110,661;1,309,968,091;33,382,623;43;17;;;;;;
Straightenin;Straightenin;Migos;5/14/2021;USUG12100188;3,968;135,665,686;61,959;9,905,843;51;158,341,543;1,541,456;22,945;8,690,617;98,085,095;79,102,641;67;11;;;;;;
Percherï¿½;Las Canciones De La Granja De Zenï¿½ï¿½n Vo;El Reino Infantil;11/17/2016;ARF061501325;3,988;17,238,604;1,581;439,901;49;1,267,939,965;2,741,076;4,008;289,571;14,803,398;;1;;;;;;;
Bring Me To Life;Fallen;Evanescence;1/1/03;USWU30200093;3,963;1,129,346,989;229,491;68,545,536;79;1,380,253,721;9,926,891;511,462;98,118,550;906,228,976;720,637,057;91;43;;;;;;
Espectacular;Espectacular - Single;Sky Rompiendo;4/18/2024;USSD12400197;3,971;29,254,420;3,415;44,650,919;;4,214,564;68,306;;;;7,608,525;30;32;;;;;;
Me Gusta;Me Gusta;Shakira;1/13/2020;USQX92000112;3,991;353,815,769;49,237;19,452,357;61;392,297,415;3,298,273;83,8;9,584,342;108,385,612;13,253,315;95;42;;;;;;
Middle;Middle;DJ Snake;10/16/2015;USUM71515784;3,974;1,068,023,888;136,601;31,036,842;70;43,143,589;435,488;993,544;34,574,490;288,028,736;;193;9;;;;;;
Ron Artest;Ron Artest;Babyface Ray;2/8/23;USUYG1468508;3,973;63,725,545;28,846;5,713,050;65;17,655,608;162,513;200;31,919;243,757;;5;;7,292,189;;;;;
El Patito Juan;La Hormiguita Hippie;Biper Y Sus Amigos;10/24/2004;QZ2J21500186;3,969;29,422,741;3,04;672,003;54;2,970,122,390;1,957,811;90,413;6,203,573;119,966,916;;;5;;;;;;
Different 'Round Here;Different 'Round Here;Riley Green;5/11/23;QZRD92302492;3,98;74,806,048;9,014;9,899,290;60;;;5,369;1,117,305;11,672,926;;14;9;;;;;;
Jumpshot;Sunday;Dawin;7/29/2016;USUM71606698;3,976;71,345,247;8,334;1,543,930;45;92,840,225;813,836;8,797,888;51,952,711;274,234,939;7;2;;;;;;;
Mockingbird;Encore (Deluxe);Eminem;11/12/04;USIR10400813;3,983;1,680,919,413;293,385;44,640,604;82;244,059,770;2,900,004;12,73;8,273,097;76,886,329;228,292;79;15;;;;;;
Drift Night;Drift Night;Alfianie;7/30/2022;SGB502231047;3,967;218,621;137;18,188;29;;;2,101,254;52,544,476;1,029,125,885;;;;;;;;;
Asesina;Asesina;Brytiago;5/1/18;QM4TX1806458;3,982;362,670,547;33,711;5,993,578;62;712,253,277;3,550,138;19,671;1,657,667;17,887,810;30,023,085;11;29;;;;;;
Jennifer's Body;A Great Chaos;Ken Carson;10/13/2023;USUM72314188;3,986;53,163,000;24,166;3,988,753;;;;1,636;645,737;5,105,135;;1;2;;;;;;
In Da Club;Q-music Top 500 Van Deze Eeuw - 2011;50 Cent;8/26/2011;NLD141100088;3,981;10,163,724;11;111;;2,248,807,705;13,922,683;;;;789,447,890;;;;;;;;
